WKT,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon
"POLYGON Z ((75.5787898260784 21.0037679299993 0,
            75.5762080408756 21.0058285604564 0,
            75.5768853450472 21.0010182943661 0,
            75.5784220044919 20.9990851237566 0,
            75.5801013445588 20.9982255698861 0,
            75.5826339352366 20.997850973094 0,
            75.5851051469971 20.9982553707419 0,
            75.5869621431279 21.0004042664074 0,
            75.5871593065464 21.0017606355901 0,
            75.5869329593123 21.0039431893964 0,
            75.5841482413562 21.0047178034103 0,
            75.5825742102016 21.0055525449145 0,
            75.5787898260784 21.0037679299993 0))",studyarea,,,,,,"1","0","-1",,
